id,name,total_ratings,stars,genres,imdb_link,tmdb_link,description,release_year,label,duration,languages,directors,cast,img_link
2244,The Allnighter,104,2.07,"['Comedy', 'Romance']",https://www.imdb.com/title/tt0092537,https://www.themoviedb.org/movie/37818,"Molly, Val and Gina are graduating college, but on their final night, frustrations are aired. Molly is still looking for real love and Val is beginning to doubt if that is what she has found. Gina is too busy videotaping everything to really notice. When the final party at Pacifica College kicks off, things do not go exactly as planned.",1987,PG-13,108 minutes,['English'],['Tamar Simon Hoffs'],"['Susanna Hoffs', 'Dedee Pfeiffer', 'Joan Cusack', 'John Terlesky', 'James Shanta', 'Michael Ontkean', 'Pam Grier', 'Phil Brock', 'Kaaren Lee', 'Janelle Brady', 'Meshach Taylor', 'Will Seltzer', 'Denise Dumont', 'Mary Petrie', 'Kelly Lynn Gitter', 'Todd Field', 'Bradford Bancroft', 'Danyi Deats', 'Max Perlich', 'Oliver Theess']",https://image.tmdb.org/t/p/original/kHaMpmTDIDgBXkUXfYpwrF5dQ0q.jpg
2245,Working Girl,5550,3.35,"['Comedy', 'Romance', 'Drama']",https://www.imdb.com/title/tt0096463,https://www.themoviedb.org/movie/3525,"Tess McGill is an ambitious secretary with a unique approach for climbing the ladder to success. When her classy, but villainous boss breaks a leg skiing, Tess takes over her office, her apartment and even her wardrobe. She creates a deal with a handsome investment banker that will either take her to the top, or finish her off for good.",1988,R,114 minutes,"['Deutsch', 'English']",['Mike Nichols'],"['Melanie Griffith', 'Harrison Ford', 'Sigourney Weaver', 'Alec Baldwin', 'Joan Cusack', 'Philip Bosco', 'Nora Dunn', 'Oliver Platt', 'James Lally', 'Kevin Spacey', 'Robert Easton', 'Olympia Dukakis', 'Amy Aquino', 'Jeffrey Nordling', 'Elizabeth Whitcraft', 'Maggie Wagner', 'Lou DiMaggio', 'David Duchovny', 'Georgienne Millen', 'Caroline Aaron', 'Nancy Giles', 'Judy Milstein', 'Nicole Chevance', 'Kathleen Gray', 'Jane B. Harris', 'Sondra Hollander', 'Samantha Shane', 'Julia Silverman', 'Jim Babchak', 'Zach Grenier', 'Ralph Byers', 'Leslie Ayvazian', 'Steve Cody', 'Paige Matthews', 'Lee Dalton', 'Barbara Garrick', 'Madolin B. Archer', ""Etain O'Malley"", 'Ricki Lake', 'Marceline Hugot', 'Tom Rooney', 'Peter Duchin', 'Maeve McGuire', 'Timothy Carhart', 'Lloyd Lindsay Young', 'F.X. Vitolo', 'Lily Froehlich', 'Michael Haley', 'Mario T. DeFelice Jr.', 'Anthony Mancini Jr.', 'Suzanne Shepherd', 'Matthew Bennett', 'Trish Cook', 'Priscilla Cory', 'Marilyn Dobrin', 'Kevin Fennessy', 'Anita Finlay', 'Tom Sean Foley', 'George Gerard', 'Dhonna Harris Goodale', 'Daniel Henning', 'Eric Kramer', 'Elisa London', 'Karen Starr', 'Alison Wachtler']",https://image.tmdb.org/t/p/original/aZavQPlgklqipFd1GtOqAAECej3.jpg
2246,Stars & Bars,70,2.59,['Comedy'],https://www.imdb.com/title/tt0096166,https://www.themoviedb.org/movie/129628,A British art expert leaves New York to buy a long-lost Renoir from a Georgia eccentric.,1988,R,94 minutes,"['English', 'Español']","[""Pat O'Connor""]","['Daniel Day-Lewis', 'Harry Dean Stanton', 'Kent Broadhurst', 'Maury Chaykin', 'Matthew Cowles', 'Joan Cusack', 'Keith David', 'Spalding Gray', 'Glenne Headly', 'Laurie Metcalf', 'Bill Moor', ""Deirdre O'Connell"", 'Will Patton', 'Martha Plimpton', 'Rockets Redglare', 'Celia Weston', 'Beatrice Winde', 'Steven Wright', 'David Strathairn', 'Bruce C. Taylor', 'Raynor Scheine', 'Bob Bost', 'Lit Connah', 'J.J. Johnston', 'Peter Cherevas', 'Tim Ware', 'Jeff Lewis', 'Matt Hoffman', 'Mark Heffernan', 'Cameron Arnett', 'Victor Anthony Higgins Jr.']",
2247,Married to the Mob,2310,3.09,"['Comedy', 'Crime', 'Romance']",https://www.imdb.com/title/tt0095593,https://www.themoviedb.org/movie/2321,"Angela de Marco is fed up with her gangster husband's line of work and wants no part of the crime world. When her husband is killed for having an affair with the mistress of mob boss Tony ""The Tiger"" Russo, Angela and her son depart for New York City to make a fresh start. Unfortunately, Tony has set his sights upon Angela -- and so has an undercover FBI agent looking to use her to bust Tony.",1988,R,104 minutes,['English'],['Jonathan Demme'],"['Michelle Pfeiffer', 'Matthew Modine', 'Dean Stockwell', 'Alec Baldwin', 'Mercedes Ruehl', 'Oliver Platt', 'Joan Cusack', 'Colin Quinn', 'Ellen Foley', 'O-Lan Jones', 'Nancy Travis', 'Joe Spinell', 'Charles Napier', 'Gary Goetzman', 'Todd Solondz', 'Paul Lazar', ""'Sister' Carol East"", 'Al Lewis', 'Frank Ferrara', 'Trey Wilson', 'David Johansen', 'Tracey Walter', 'Chris Isaak', 'Kenneth Utt', 'Roma Maffia', 'Marlene Willoughby', 'Ellie Cornell', 'Obba Babatundé', 'Captain Haggerty', 'Frank Aquilino', 'Frank Gio', 'Gary Klar', 'Maria Karnilova', 'Tony Fitzpatrick', 'Dee Dee Friedman', 'Gene Borkan', 'Jonathan Demme']",https://image.tmdb.org/t/p/original/mFjIcAhBIOwPMnHRQ84wR98HWDx.jpg
2248,Say Anything...,11148,3.81,"['Romance', 'Comedy', 'Drama']",https://www.imdb.com/title/tt0098258,https://www.themoviedb.org/movie/2028,"Lloyd, an eternal optimist, seeks to capture the heart of Diane, an unattainable high school beauty and straight-A student. He surprises just about everyone-including himself-when she returns the sentiment. But Diane's over-possessive, divorced Dad disapproves and it's going to take more than just the power of love to conquer all.",1989,PG-13,100 minutes,['English'],['Cameron Crowe'],"['John Cusack', 'Ione Skye', 'John Mahoney', 'Lili Taylor', 'Amy Brooks', 'Pamela Adlon', 'Jason Gould', 'Loren Dean', 'Johnny Green', 'Jeremy Piven', ""Patrick O'Neill"", 'Don Wilson', 'Bebe Neuwirth', 'Eric Stoltz', 'Joan Cusack', 'Richard Portnow', 'Philip Baker Hall', 'Chynna Phillips', 'Gregory Sporleder', 'Stephen Shortridge', 'Jim Ladd', 'Kim Walker', 'Lisanne Falk', 'Glenn Walker Harris Jr.', 'Montrose Hagins', 'Gloria Cromwell', 'Polly Platt', 'Joanna Frank', 'Jerry Ziesmer', 'John Hillner', 'Dan Castellaneta', 'Lois Chiles', 'Stone Gossard', 'Nicholas Kallsen', 'Jonathan Chapin', 'Judy Prescott', 'Bill Stevenson']",https://image.tmdb.org/t/p/original/1ACyqkf9JzPQ2f4bdb6m9lm93ua.jpg
2249,My Blue Heaven,1971,3.13,"['Action', 'Comedy']",https://www.imdb.com/title/tt0100212,https://www.themoviedb.org/movie/16384,"FBI agent Barney Coopersmith is assigned to protect former Mafia figure turned informant Vincent Antonelli. In the witness protection program one is supposed to keep a low profile, but that is something that Antonelli has trouble doing. Coopersmith certainly has his hands full keeping Antonelli away from the Mafia hitmen who want to stop him testifying, not to mention the nightclubs...",1990,PG-13,97 minutes,['English'],['Herbert Ross'],"['Steve Martin', 'Rick Moranis', 'Joan Cusack', 'Melanie Mayron', 'Bill Irwin', 'Carol Kane', 'William Hickey', 'Deborah Rush', 'Daniel Stern', 'Jesse Bradford', 'Corey Carrier', 'Seth Jaffe', 'Robert Miranda', 'Ed Lauter', 'Julie Bovasso', 'Colleen Camp', 'Gordon Currie', ""Raymond O'Connor"", 'Troy Evans', 'Dick Boccelli', 'Ron Karabatsos', 'Tony DiBenedetto', 'Melissa Hurley', 'Leslie Cook', 'Darren Chuckry', 'Duke Stroud', 'Carol Ann Susi', 'Frank Gio', 'Joel Polis', 'Larry Block', 'Arthur Brauss', 'Greta Blackburn', 'Eva Charney', 'Ellen Albertini Dow', 'David Knell', 'John Harnagel', 'LaWanda Page', 'Daniel Riordan', 'Thomas Wagner', 'Jean Spray', 'James Emery', 'Matt Roe', 'John Rogers', 'Valerie Wildman', 'Daniel Trent', 'Rudy E. Morrison', 'Frank R. Roach', 'Jeff Fredricks']",https://image.tmdb.org/t/p/original/uIjGHZfYQXstW7g1wghhPK7pshr.jpg
2250,Men Don't Leave,418,3.21,"['Drama', 'Comedy']",https://www.imdb.com/title/tt0100134,https://www.themoviedb.org/movie/91217,"A widowed mother and her two sons move to Baltimore and struggle to adjust to urban life, encountering numerous eccentric characters along the way.",1990,PG-13,115 minutes,['English'],['Paul Brickman'],"['Jessica Lange', 'Arliss Howard', 'Joan Cusack', ""Chris O'Donnell"", 'Kathy Bates', 'Charlie Korsmo', 'Belita Moreno', 'Jim Haynie', 'Corey Carrier', 'Kevin Corrigan', 'David Cale', 'Tom Mason', 'Constance Shulman', 'Mark Hardwick', 'Ernesto D. Borges Jr.', 'Lora Zane', 'Rick Rubin', 'Tom Towles', 'Richard Wharton', 'Rosemary Knower', 'Jane Morris', 'Annabel Armour', 'Deanna Dunagan', 'Tom Irwin', 'Stacey Gustaferro']",https://image.tmdb.org/t/p/original/rtvK9piiHSdwevyfBoGHYkTBeMy.jpg
2251,The Cabinet of Dr. Ramirez,14,2.71,"['Horror', 'Science Fiction']",https://www.imdb.com/title/tt0101530,https://www.themoviedb.org/movie/77314,"Featuring music instead of any dialogue and set in a near Kafkaesque future, this loose remake of The Cabinet of Dr. Caligari follows a bureaucrat whom mysterious Dr. Ramirez and his hideous sidekick want as their latest victim.",1991,,111 minutes,[''],['Peter Sellars'],"['Mikhail Baryshnikov', 'Joan Cusack', 'Peter Gallagher', 'Ron Vawter', 'Kate Valk', 'Werner Klemperer', 'Paul Eckstein', 'Lola Pashalinski', 'Merlin Santana', 'Gregory Wallace', 'Humbert Allen Astredo', 'Paul Butler', 'Jim Clayburgh', 'Herb Downer', 'Herbert Duarte', 'Henderson Forsythe', 'Mateo Gómez', 'Richard Habersham', 'Henry Hayward', 'Peter Francis James', 'Anna Köhler', 'Ruth Maleczech', 'Pat McNamara', 'Manny Melendez', 'Paul-Felix Montez', 'Mark Morris', 'Michael Kirby', 'Harsh Nayyar', 'José Ramón Rosario', 'Elion Sacker', 'Michael Stumm', 'Jeff Webster', 'Grafton Trew']",
2252,Hero,1809,3.06,"['Comedy', 'Drama']",https://www.imdb.com/title/tt0104412,https://www.themoviedb.org/movie/10699,"Bernie Laplante is having a rough time. He's divorced, his ex-wife hates him and has custody of their son, the cops are setting a trap for him, then to top it all, he loses a shoe whilst rescuing passengers of a crashed jet. Being a thief who is down on his luck, Bernie takes advantage of the crash, but then someone else claims credit for the rescue.",1992,PG-13,117 minutes,['English'],['Stephen Frears'],"['Dustin Hoffman', 'Geena Davis', 'Andy García', 'Joan Cusack', ""Kevin J. O'Connor"", 'Chevy Chase', 'Maury Chaykin', 'Stephen Tobolowsky', 'Christian Clemenson', 'Tom Arnold', 'Warren Berlinger', 'Cady Huffman', 'Susie Cusack', 'James Madio', 'Daniel Baldwin', 'Richard Riehle', 'Don Yesso', 'Don Pugsley', 'Lee Wilkof', 'Steven Elkins', 'Leslie Jordan', 'Raymond Fitzpatrick', 'Bobby Collins', 'Ric Salinas', 'Richard Montoya', 'Herbert Siguenza', 'Don S. Davis', 'Darrell Larson', 'Harry Northup', 'Jordan Bond', 'Eric Poppick', 'Julia Barry', 'Marnie Mosiman', 'William Duff-Griffin', 'Peggy Roeder', 'Kate Butler', 'Kevin Jackson', 'Don Gazzaniga', 'Lance Kinsey', 'Michael Talbott', 'John Ackerman', 'Paul Hewitt', 'Marita Geraghty', 'Shirley Pierce', 'Sam Derence', 'Rick Plastina', 'Martin Starr', 'Jeff Garlin', 'John M. Watson Sr.', 'John Mohrlein', 'Tony Fitzpatrick', ""Vito D'Ambrosio"", 'Jay Leggett', 'Dev Kennedy', 'Darryl Davis', 'Turk Muller', 'James Alfred Whitaker', 'Collins Williams Daniels', 'I.M. Hobson', 'William Newman', 'Clea Lewis', 'Jeff Kline', 'John Merrill', 'Lynn Oddo', 'Milton L. Cobb', 'Robert Pabst', 'Tom Milanovich', 'Cordis Heard', 'Mandy Duncan', 'Gerardo Murillo-Carr', 'Henry Brown', 'Robert Munns', 'Tamar Teufenkjian', 'Jose Reyes', 'Michael Mullen', ""D'Angelo Ferreri"", 'Kody Cullum', 'Heidi McNeal', ""Michael O'Dwyer"", 'Edwin Scheibner', 'James T. Callahan', 'D. David Morin', 'Daniel T. Healy', 'Margery Jane Ross', 'Edward Herrmann', 'Fisher Stevens']",https://image.tmdb.org/t/p/original/2sZ3SYWN4ApotMkDyG79Y5YkAhP.jpg
2253,Toys,4523,2.74,"['Family', 'Fantasy', 'Comedy', 'Science Fiction']",https://www.imdb.com/title/tt0105629,https://www.themoviedb.org/movie/11597,"Leslie Zevo is a fun-loving inventor who must save his late father's toy factory from his evil uncle, Leland, a war-mongering general who rules the operation with an iron fist and builds weapons disguised as toys.",1992,PG-13,118 minutes,['English'],['Barry Levinson'],"['Robin Williams', 'Joan Cusack', 'Michael Gambon', 'Robin Wright', 'LL Cool J', 'Jack Warden', 'Debi Mazar', ""Donald O'Connor"", 'Arthur Malet', 'Jamie Foxx', 'Blake Clark', 'Wendy Melvoin', 'Shelly Desai', 'Julio Oscar Mechoso', 'Sam Levinson', 'Yeardley Smith', 'Ralph Tabakin']",https://image.tmdb.org/t/p/original/dnHVWmlYD0t2FyC0tUbldU9mo0S.jpg
2254,Choices,13,3.12,['Drama'],https://www.imdb.com/title/tt0082172,https://www.themoviedb.org/movie/218624,"A popular high school student seems to have it all; a spot on the football team, the love of playing music in the school orchestra and a girlfriend. His world seems to come apart when the school doctor discovers he is partially deaf, causing him to be cut from the football team on the advice of the doctor. The student's friends fight to keep him on the team; while he struggles with his problem by withdrawing from everything he loves and starts falling in with the wrong crowd.",1981,,90 minutes,['English'],['Silvio Narizzano'],"['Paul Carafotes', 'Victor French', 'Lelia Goldoni', 'Val Avery', 'Demi Moore', 'William R. Moses', 'Bryon Morrow', 'Stephen Nichols', 'Don Stark', 'Pat Buttram', 'George Barrows', 'Michael Alldredge', 'Dennis Patrick', 'Bunny Summers', 'Sonny Gordon', 'Christopher Bland', 'Art Kimbro', 'Stewart Dell', 'Jay May', 'Denise Capell', ""Kapi O'Lani"", 'Darian Mathias', 'Lark Geib', 'Trevor Henley', 'Carol McEvoy', 'Curt Ayers', 'Ronald J. Veres', 'Jo Lynn Anderson', 'Charles Howerton', 'Ronna Brand']",https://image.tmdb.org/t/p/original/u2zdDScbIXEz4K4Vrdc0hYwisn1.jpg
2255,Young Doctors in Love,513,2.62,['Comedy'],https://www.imdb.com/title/tt0084938,https://www.themoviedb.org/movie/47947,An 'Airplane!'-style spoof of hospital soap operas—a brilliant young trainee can't stand the sight of blood; a doctor romances the head nurse in order to get the key to the drugs cabinet; and there's a mafioso on the loose disguised as a woman.,1982,R,96 minutes,"['English', 'Český']",['Garry Marshall'],"['Sean Young', 'Michael McKean', 'Gary Friedkin', 'Kyle T. Heffner', 'Rick Overton', 'Crystal Bernard', 'Ted McGinley', 'Saul Rubinek', 'Harry Dean Stanton', 'Patrick Macnee', 'Dabney Coleman', 'Hector Elizondo', 'Peggy Trentini', 'Pamela Reed', 'Taylor Negron', 'Patrick Collins', 'Michael Richards', 'Titos Vandis', 'Richard Dean Anderson', 'Monique Gabrielle', 'Haunani Minn', 'Becky Gonzalez', 'Lynne Marie Stewart', 'Toni Hudson', 'Frank Pesce', 'Nicholas Mele', 'Michael Damian', 'Steven Ford', 'Stuart Damon', 'Jaime Lyn Bauer', 'Tom Ligon', 'Kin Shriner', 'Janine Turner', 'Jacklyn Zeman', 'Diane Markoff', 'Walter Scott', 'Reynaldo Rey', 'Billie Bird', 'Millee Taggart', 'Larry Jenkins', 'Stuart Charno', 'John Steadman', 'Scott Marshall', 'George Furth', 'Ed Begley Jr.', 'Michael Elias', 'Kimberly McArthur', 'Rose Michtom', 'Paul Stanley', 'Cynthia Geary', 'Susan Lucci', 'John E. Coleman', 'Demi Moore']",https://image.tmdb.org/t/p/original/sK795D4XmDnZzVLCPooYH9nzG0h.jpg
2256,Parasite,159,2.18,"['Horror', 'Science Fiction']",https://www.imdb.com/title/tt0084472,https://www.themoviedb.org/movie/48311,"Paul Dean has created a deadly parasite that is now attached to his stomach. He and his female companion, Patricia Welles, must find a way to destroy it while also trying to avoid Ricus, his rednecks, and an evil government agent named Merchant.",1982,,85 minutes,"['English', 'Italiano', 'Español']",['Charles Band'],"['Robert Glaudini', 'Demi Moore', 'Luca Bercovici', 'James Davidson', 'Al Fann', 'Tom Villard', 'Scott Thomson', 'Cherie Currie', 'Vivian Blaine', 'Joanelle Romero', 'Cheryl Smith']",https://image.tmdb.org/t/p/original/5qVLF9WTdBDA08fsZ9H5clJ6umI.jpg
2257,No Small Affair,142,2.8,"['Comedy', 'Drama', 'Romance']",https://www.imdb.com/title/tt0087810,https://www.themoviedb.org/movie/44772,"The 16 years old amateur photographer Charles accidentally takes a photo of Laura - and falls in love with her, when he develops the picture. He finds out that she works as singer in a bar, but is about to be thrown out. Although rejected at first by the 23 years old, he wants to help her and starts an ad campaign behind her back... with unexpected results.",1984,R,102 minutes,['English'],['Jerry Schatzberg'],"['Jon Cryer', 'Demi Moore', 'George Wendt', 'Peter Frechette', 'Elizabeth Daily', 'Ann Wedgeworth', 'Jeffrey Tambor', 'Tim Robbins', 'Hamilton Camp', 'Scott Getlin', 'Judith Baldwin', 'Jennifer Tilly', 'Thomas Adams', 'Myles Berkowitz', 'Steven James Brown', 'Joe Cappetta', 'Jack R. Clinton', 'Joseph Darling', 'Tate Donovan', 'Rick Ducommun', 'Jan Dunn', 'Louis Geneva', 'James Guidera', 'Ashley Woodman Hall', 'Rupert Holmes', 'Mia Kelly', 'Lori Kruger', 'Joe Lerer', 'Katherine Lyons', 'Shermaine Michaels', 'Steve Monarque', 'George Pentecost', 'Maureen Ann Schatzberg', 'Mischa Schwartzmann', 'Ramona Scott', 'Sally Schaub', 'Helen Swee', 'Arthur Taxier', 'Morgan Upton', 'B.P. Valderrama', 'Joan Valderrama', 'Michael David Wright', 'Chrissy Faith', 'David Morris', 'Danny Nero', 'Kene Holliday']",https://image.tmdb.org/t/p/original/7ZFWVtOm8n9ZN7okdkevICZ5kbN.jpg
2258,"Master, The (1984)",52,2.06,[],https://www.imdb.com/title/tt0087690,,,1984,,,['English'],['Ray Austin'],"['Lee Van Cleef', 'Timothy Van Patten', 'Shô Kosugi', 'Cynthia Lea Clark']",
2259,Blame It on Rio,1527,2.65,"['Comedy', 'Romance']",https://www.imdb.com/title/tt0086973,https://www.themoviedb.org/movie/14347,"Matthew Hollis is man on holiday in Rio with his best friend. Both men have teenage daughters with them. When Matthew falls for his best friend's amorous daughter named Jennifer, they embark on a secret, if slightly one-sided relationship. Jennifer's father is furious when he finds out about the 'older man' in his daughter's life, and sets out to hunt him down with the aid of Matthew!",1984,R,100 minutes,"['English', 'Português']",['Stanley Donen'],"['Michael Caine', 'Michelle Johnson', 'Joseph Bologna', 'Demi Moore', 'Valerie Harper', 'José Lewgoy', 'Lupe Gigliotti', 'Michael Menaugh', 'Tessy Callado', 'Zeni Pereira', 'Eduardo Conde', 'Betty von Wien', 'Angelo DeMatos', 'Rômulo Arantes']",https://image.tmdb.org/t/p/original/peJqm9jylf3AULQxNGCXdPlLtJu.jpg
2260,Wisdom,284,2.5,"['Crime', 'Drama', 'Action']",https://www.imdb.com/title/tt0092225,https://www.themoviedb.org/movie/41090,"Unable to find work after a past felony, graduate John Wisdom and his girlfriend embark on a cross-country bank-robbing spree in order to aid American farmers.",1986,R,109 minutes,['English'],['Emilio Estevez'],"['Demi Moore', 'Emilio Estevez', 'Tom Skerritt', 'Veronica Cartwright', 'William Allen Young', 'Charlie Sheen', 'Richard Minchenberg', 'Ernie Lively', 'Bill Henderson', 'Gene Ross', 'Liam Sullivan', 'Hal Fishman', 'Chuck Henry', 'Nicholas Shields', 'Santos Morales', 'Gus Corrado', 'Golden Henning', 'Rene Sprattling', 'Tim Sapunor', 'Charlie Holliday', 'Ron Presson', 'Estee Chandler', 'Jeff Boudov', 'Thomas Whit Ellis', 'David DeFrancesca', 'Leon Corcos', 'Janet Rotblatt', 'Erika Lincoln', 'Sid Conrad', 'Henry Proach', 'Matt Robinson', 'Bob Devon Jones', 'Jim Lane', 'John Deaderick', 'Beau Dare', 'Gilbert O. Parra', 'Jamie Namson', 'Kate McKinnon', 'Ed Smith']",https://image.tmdb.org/t/p/original/k27eOAX1DLy2ZjAfb88Z5OJBq6v.jpg
2261,One Crazy Summer,1250,3.31,"['Comedy', 'Romance', 'Family']",https://www.imdb.com/title/tt0091680,https://www.themoviedb.org/movie/18282,An aspiring teenage cartoonist and his friends come to the aid of a singer trying to save her family property from developers.,1986,PG,89 minutes,"['English', 'Français', 'Español']",['Savage Steve Holland'],"['John Cusack', 'Demi Moore', 'Curtis Armstrong', 'William Hickey', 'Joe Flaherty', 'Tom Villard', 'Billie Bird', 'John Matuszak', 'Mark Metcalf', 'Kimberly Foster', 'Joel Murray', 'Matt Mulhern', 'Rich Little', 'Bobcat Goldthwait', 'Kristen Goelz', 'Donald Li', 'Jeremy Piven', 'Bruce Wagner', 'Laura Waterbury', 'Rich Hall', 'Taylor Negron', 'Linda Warren', 'Grenville Cuyler', 'Sky', 'Jennifer Yahoodik', 'Rachel C. Telegen', 'Paul M. Lane', 'Don Ruffin', 'Gary Littlejohn', 'Pat McGoarty', 'Anthony Viveiros', 'Isidore Mankofsky', 'Al Mohrmann', 'Sharon Hope', 'Donna Clements', 'Alberta Glover', 'Pamela Shaddock', 'Jerry Winsett', 'Bill Hoversten', 'Donald Watson', 'Lisa Melilli', 'Deborah Bial', 'Bob Gage', 'Bob Duncan', 'Herb Mingace', 'Earl Blank', 'Barry Doe', 'Scott Richards', 'Elizabeth Field', 'Len Lawrence', 'Barry Karas', 'John Blood', 'Joan Drott', 'Jim Cooke', 'Robert Boardman', 'John Fiore']",https://image.tmdb.org/t/p/original/iqVTYYKbmfKJLtOnR77dTWG0WkH.jpg
2262,About Last Night...,2460,3.09,"['Comedy', 'Drama', 'Romance']",https://www.imdb.com/title/tt0090583,https://www.themoviedb.org/movie/18169,"A man and woman meet and try to have a romantic affair, despite their personal problems and the interference of their disapproving friends.",1986,R,113 minutes,['English'],['Edward Zwick'],"['Demi Moore', 'Rob Lowe', 'Jim Belushi', 'Elizabeth Perkins', 'George DiCenzo', 'Robin Thomas', 'Donna Gibbons', 'Megan Mullally', 'Michael Alldredge', 'Patricia Duff', 'Rosanna DeSoto', 'Sachi Parker', 'Robert Neches', 'Joe Greco', 'Ada Maris', 'Rebeca Arthur', 'Tim Kazurinsky', 'Kevin Bourland', 'Charlotte Maier', 'John Richard Petersen', 'Catherine Keener', 'Marjorie Bransfield', 'Kimberley Pistone', 'Lindy Huddleson']",https://image.tmdb.org/t/p/original/8UqukRNZFNfJZE9WnG2J0IDy2Yi.jpg
2263,The Seventh Sign,1567,3.12,"['Horror', 'Drama', 'Thriller']",https://www.imdb.com/title/tt0096073,https://www.themoviedb.org/movie/11082,"Abby is a pregnant woman with a curious new boarder in the apartment over her garage. Turns out he's heaven-sent and is speeding along the Apocalypse by bloodying rivers, egging on plagues and following scripture word for word.",1988,R,97 minutes,['English'],['Carl Schultz'],"['Demi Moore', 'Michael Biehn', 'Jürgen Prochnow', 'Peter Friedman', 'Manny Jacobs', 'Lee Garlington', 'Akosua Busia', 'Arnold Johnson', 'John Walcutt', 'Michael Laskin', 'Hugo Stanger', 'Patricia Allison', 'Ian Buchanan', 'Harry Basil', 'Darwyn Carson', 'Glynn Edwards', 'John Heard', 'Leonardo Cimino', 'John Taylor']",https://image.tmdb.org/t/p/original/jTKsauSff9iHE4gswdnjXIJNfWN.jpg
2264,We're No Angels,730,2.72,"['Comedy', 'Crime']",https://www.imdb.com/title/tt0098625,https://www.themoviedb.org/movie/5971,Two escaped cons' only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.,1989,PG-13,106 minutes,"['English', 'Français', 'Latin']",['Neil Jordan'],"['Robert De Niro', 'Sean Penn', 'Demi Moore', 'Hoyt Axton', 'Bruno Kirby', 'Ray McAnally', 'James Russo', 'Wallace Shawn', 'John C. Reilly', 'Jay Brazeau', 'Ken Buhay', 'Elizabeth Lawrence', 'Bill Murdoch', 'Jessica Jickels', 'Frank C. Turner', 'Matthew Walker', 'Sheelah Megill', 'Sean Hoy', 'Lloyd Berry', 'David McLeod', 'Richard Newman', 'Frank Totino', 'Karen Elizabeth Austin', 'Antony Holland', 'Sylvain Demers', 'Cory Dagg', 'Garwin Sanford', 'Jack Ackroyd', 'James Kidnie', 'Gerry Bean', 'Rick Poltaruk']",https://image.tmdb.org/t/p/original/hlkdsnRo2bcLBmjJeP2ZiKqoYeR.jpg
2265,Nothing but Trouble,833,2.14,"['Comedy', 'Adventure']",https://www.imdb.com/title/tt0102558,https://www.themoviedb.org/movie/11933,"While attempting to seduce gorgeous lawyer Diane Lightson, wealthy gadabout Chris Thorne agrees to drive her to Atlantic City, N.J. But, when some reckless driving draws the attention of a deeply critical cop, they and the flamboyant ""Brazillionaires"" who tagged along end up in the court of a grotesque and vengeful judge, who has a special vendetta against the wealthy and erudite.",1991,PG-13,94 minutes,['English'],['Dan Aykroyd'],"['Chevy Chase', 'Dan Aykroyd', 'John Candy', 'Demi Moore', 'Daniel Baldwin', 'Taylor Negron', 'Raymond J. Barry', 'Tupac Shakur', 'Bertila Damas', 'Brian Doyle-Murray', 'Valri Bromfield']",https://image.tmdb.org/t/p/original/zUZUaQKYG8gMKbhm8zcf6KOyVUq.jpg
2266,The Butcher's Wife,1350,2.85,"['Fantasy', 'Comedy', 'Romance']",https://www.imdb.com/title/tt0101523,https://www.themoviedb.org/movie/20096,"A clairvoyant woman thinks that she's met her future husband because she's seen him in a dream. They marry and he takes her back to his butcher shop in New York city, where her powers tend to influence everyone she meets while working in the shop. Through her advice, she helps others and eventually finds the true man of her dreams.",1991,PG-13,107 minutes,"['English', 'Français', 'Italiano']",['Terry Hughes'],"['Demi Moore', 'Jeff Daniels', 'George Dzundza', 'Mary Steenburgen', 'Frances McDormand', 'Margaret Colin', 'Max Perlich', 'Miriam Margolyes']",https://image.tmdb.org/t/p/original/gRJ9kS0PMBaU7O8xmJuKwZsmAoV.jpg
2267,Mortal Thoughts,604,3.03,"['Mystery', 'Thriller']",https://www.imdb.com/title/tt0102469,https://www.themoviedb.org/movie/30815,"A loathsome man ends up dead, but it's not clear who's to blame. If ever a person got what he deserved, it's James Urbanksi, an abusive drunk who steals from his wife, Joyce, and promises her close friend Cynthia Kellogg that she'll be the next target of his rage. At a group outing, James bleeds to death after someone cuts his throat. But because he's such a terrible human being, police aren't sure which of his acquaintances decided to kill him.",1991,R,104 minutes,['English'],['Alan Rudolph'],"['Demi Moore', 'Glenne Headly', 'Bruce Willis', 'John Pankow', 'Harvey Keitel', 'Billie Neal', 'Frank Vincent', 'Karen Shallo', 'Crystal Field', 'Marianne Leone Cooper', 'Marc Baron', 'Doris McCarthy', 'Christopher Scotellaro', 'Ron J. Amodea', 'Leonid Merzon', 'Kelly Cinnante', 'Christopher Peacock', 'Bruce Smolanoff', 'Elain R. Graham', 'Thomas Quinn', 'Brandon Messemer', 'Richard Messemer', 'Larry Attile', 'Roger Shamas', 'Star Jasper', 'Lindsay Rodio', 'Julie Garfield', 'Edward Chip Rogers', 'David Willis Sr.', 'James Pecora', 'Elaine Eldridge', 'Kimberly Comprix', 'Anna Marie Wieder', 'John Descano', 'Trent Walker']",https://image.tmdb.org/t/p/original/y1kHbsmPR59JlwjKvPARZbEQpem.jpg
